SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
01-EVERYTHING-WE-ARE-KEEPING.md,117,1.2 System Invariants Governing Kept Capabilities,"LAM-INV-COMP-03; Execution; Replacement-Before-Removal Guardrail; A legacy subsystem may be removed in its assigned safe phase only after every file/symbol/caller/consumer/route/import/test/generated binding/build/config/runtime dependency is mapped, retained behaviour has a working local replacement, callers are migrated, focused/regression/build/desktop-launch proof passes, Graphify and Ponytail evidence agree it is no longer load-bearing, and rollback/baseline plus removal proof exist. Phase 16 removes residual obsolete material and performs final release verification; it is not an artificial delay for already safe removals.",REQUIREMENT,LAM-INV-COMP-03,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,119,1.2 System Invariants Governing Kept Capabilities,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,121,1.3 Directional Source-of-Truth & Authority Matrix,# 1.3 Directional Source-of-Truth & Authority Matrix,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,123,1.3 Directional Source-of-Truth & Authority Matrix,"To prevent metadata sync loops and conflicts between JSON sidecars, XMP files, embedded EXIF, and SQLite, the following directional authority matrix is binding:",EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,125,1.3 Directional Source-of-Truth & Authority Matrix,Metadata concept; Authoritative Source of Truth; Mirror / Interoperability Target; Derived Read Cache; Directional Sync Rule & Conflict Behavior,STRUCTURAL,,Table header; following data rows carry the independently testable IDs
01-EVERYTHING-WE-ARE-KEEPING.md,126,1.3 Directional Source-of-Truth & Authority Matrix,,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,127,1.3 Directional Source-of-Truth & Authority Matrix,"Filesystem path and filename; OS Filesystem; Asset JSON current-location concept; SQLite index; Filesystem rules. If a file moves on disk, update authoritative metadata mirrors and the derived index.",REQUIREMENT,LAM-ASSET-008,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,128,1.3 Directional Source-of-Truth & Authority Matrix,Stable asset UUID; Asset JSON; XMP unique-ID field where compatible; SQLite index; Immutable once generated by the desktop core at ingestion.,REQUIREMENT,LAM-ASSET-009,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,129,1.3 Directional Source-of-Truth & Authority Matrix,Original filename; Asset JSON; None; SQLite index; Written once at ingestion and never overwritten by renames.,REQUIREMENT,LAM-ASSET-010,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,130,1.3 Directional Source-of-Truth & Authority Matrix,Full-file content hash; OS Filesystem (Computed); Asset JSON hash concept; SQLite index; An authorized direct-media transaction verifies then commits the new hash with history. An unexplained mismatch creates Review and never silently blesses the external change.,REQUIREMENT,LAM-ASSET-011,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,131,1.3 Directional Source-of-Truth & Authority Matrix,Original capture timestamp; Embedded EXIF/IPTC at ingestion; Asset JSON immutable source snapshot; SQLite index; Preserve the original value. Later embedded changes create a conflict item; they do not rewrite the snapshot.,REQUIREMENT,LAM-ARCH-021; LAM-ARCH-022,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,132,1.3 Directional Source-of-Truth & Authority Matrix,Normalized capture timestamp; Asset JSON; Compatible XMP date fields; SQLite index; Initialize from embedded metadata. A user-approved correction updates JSON first and then mirrors to XMP; it never rewrites the original snapshot.,REQUIREMENT,LAM-ASSET-012,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,133,1.3 Directional Source-of-Truth & Authority Matrix,Camera make and model; Embedded EXIF; Asset JSON and XMP; SQLite index; Read from EXIF. Read-only unless explicitly overridden by the user in Inspector.,REQUIREMENT,LAM-AI-011,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,134,1.3 Directional Source-of-Truth & Authority Matrix,"Camera owner; Asset JSON; Compatible XMP owner field; SQLite index; Distinct from Photographer. A library-level device-owner rule may suggest or initialize it, but an asset value or user override wins.",REQUIREMENT,LAM-ASSET-013,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,135,1.3 Directional Source-of-Truth & Authority Matrix,Camera-owner default rule; Library JSON/settings; None; SQLite rule index; Maps a device identity to a default owner suggestion. Changing the rule does not silently rewrite existing asset facts.,REQUIREMENT,LAM-ASSET-014,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,136,1.3 Directional Source-of-Truth & Authority Matrix,Photographer; Asset JSON; Compatible XMP creator field; SQLite index; Distinct from owner. Set manually or through a reviewed suggestion.,REQUIREMENT,LAM-ASSET-015,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,137,1.3 Directional Source-of-Truth & Authority Matrix,Uploader/importer; Asset JSON; None; SQLite index; Tracks the desktop OS profile or ingestion source that imported the bundle.,REQUIREMENT,LAM-ASSET-016,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,138,1.3 Directional Source-of-Truth & Authority Matrix,Visible people and approved face regions; Asset JSON; Compatible XMP person field; SQLite face index; Authoritative list of approved face bounding boxes and linked person UUIDs.,REQUIREMENT,LAM-ASSET-017,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,139,1.3 Directional Source-of-Truth & Authority Matrix,Event attendees; Event JSON; None; SQLite event index; List of people present at the event; it NEVER auto-populates visible people.,REQUIREMENT,LAM-EVENT-001,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,140,1.3 Directional Source-of-Truth & Authority Matrix,"Relationship edges; Relationship JSON; Person UUID references; SQLite relationship index; Multiple built-in/custom edges, certainty, effective dates, active/former state, notes, history, and explicit composition projections are authoritative.",REQUIREMENT,LAM-PERSON-002,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,141,1.3 Directional Source-of-Truth & Authority Matrix,Group memberships; Group JSON; Person UUID references; SQLite group index; Authoritative recursive group hierarchy and temporal intervals. Person records may cache references but do not compete for authority.,REQUIREMENT,LAM-PERSON-003,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,142,1.3 Directional Source-of-Truth & Authority Matrix,Approved user tags; Asset JSON; Compatible XMP keyword field; SQLite tag index; JSON-to-XMP is the normal direction. Externally changed XMP keywords become Review candidates; only user-approved imports update JSON.,REQUIREMENT,LAM-AI-012,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,143,1.3 Directional Source-of-Truth & Authority Matrix,AI-suggested tags; SQLite suggestion working state; None; SQLite suggestion index; Temporary staging only; never written to sidecars until approved.,REQUIREMENT,LAM-META-008,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,144,1.3 Directional Source-of-Truth & Authority Matrix,Favorite state; Asset JSON; Compatible XMP rating field; SQLite favorite index; Asset favorite state is JSON-authoritative. External XMP rating changes enter Review before JSON changes.,REQUIREMENT,LAM-ASSET-018,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,145,1.3 Directional Source-of-Truth & Authority Matrix,Original GPS coordinates; Embedded EXIF at ingestion; Asset JSON source snapshot; SQLite index; Preserve for provenance until a reviewed privacy operation deliberately removes it from the media; the pre-mutation snapshot remains in backup.,REQUIREMENT,LAM-ASSET-019,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,146,1.3 Directional Source-of-Truth & Authority Matrix,"Normalized GPS coordinates; Asset JSON; Compatible XMP GPS fields; SQLite index; Initialize from EXIF. Manual pin changes JSON first and then XMP. External disagreement creates Review, never a silent overwrite.",REQUIREMENT,LAM-ASSET-020,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,147,1.3 Directional Source-of-Truth & Authority Matrix,Review state; Asset JSON or the authoritative domain decision record; None; SQLite review index; Tracks review lifecycle for Review Centre cards without making SQLite the only decision copy.,REQUIREMENT,LAM-ASSET-021,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,148,1.3 Directional Source-of-Truth & Authority Matrix,Draft sandbox state; Saved map JSON for saved drafts; SQLite for unsaved working state; None; SQLite draft index; Draft edits never mutate media folders. Saving a draft persists transparent map JSON; only confirmed materialization mutates disk.,REQUIREMENT,LAM-ASSET-022; LAM-META-009; LAM-META-010,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,149,1.3 Directional Source-of-Truth & Authority Matrix,Event assignment; Canonical Event JSON membership; Asset JSON event UUID reference; SQLite index; Event membership changes update the event record and asset reference in one transaction; disagreement becomes Review.,REQUIREMENT,LAM-ASSET-023,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,150,1.3 Directional Source-of-Truth & Authority Matrix,"Album definition; Album JSON; Asset UUID membership references; SQLite index; Album title, cover, and ordering live in Album JSON; per-asset membership mirrors may accelerate rebuild but do not compete.",REQUIREMENT,LAM-ASSET-024,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,151,1.3 Directional Source-of-Truth & Authority Matrix,"Operation history; Append-only operation JSON/journal; Backup manifest references; SQLite history index; SQLite is an index of the durable journal, not the sole history.",REQUIREMENT,LAM-META-011,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,152,1.3 Directional Source-of-Truth & Authority Matrix,"Pending overlay; Versioned overlay JSON while destination is unavailable; Target authoritative JSON after reconciliation; SQLite overlay index; Flush only after destination identity, source version, and conflicts are checked; keep the overlay until commit proof exists.",REQUIREMENT,LAM-META-012,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,154,1.3 Directional Source-of-Truth & Authority Matrix,"The rows above lock authority and behaviour, not serialization. Phase 1 target-schema mapping must select the exact schema-version field name and initial value, JSON key spellings, database filename, table/column/index names, and migration framework. Each authoritative JSON format requires formal validation, migration rules, backward compatibility, appropriate unknown-field preservation, future-version safety, corruption handling, backup/restore, and tests.",REQUIREMENT,LAM-ASSET-025,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,156,1.3 Directional Source-of-Truth & Authority Matrix,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,158,1.4 Canonical State Machines for Core Data & AI Workflows,# 1.4 Canonical State Machines for Core Data & AI Workflows,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,160,1.4 Canonical State Machines for Core Data & AI Workflows,"To eliminate discretionary branching, implementation of core Lamha workflows MUST keep task execution, suggestion review, persisted metadata, relationship category, and certainty as separate state domains.",REQUIREMENT,LAM-PERSON-004,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,162,1.4.1 AI Task Execution State Machine,### 1.4.1 AI Task Execution State Machine,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,163,1.4.1 AI Task Execution State Machine,```mermaid,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,164,1.4.1 AI Task Execution State Machine,stateDiagram-v2,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,165,1.4.1 AI Task Execution State Machine,[*] --> NotStarted,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,166,1.4.1 AI Task Execution State Machine,NotStarted --> Queued: Ingestion / Rescan / Targeted Rerun,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
