requirement_id,capability,phase,package,reviewer_judgement,reason,correction_made_or_confirmation,source_plan,source_locator
CAN-SECTION-0210,"Backup, trash, restore and rebuild",I13,WP-I13-009,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-SECTION-0236,"Backup, trash, restore and rebuild",I13,WP-I13-011,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-ARCH-014,Desktop shell,I2,WP-I2-013,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 41-41
CAN-LAM-ARCH-335,Desktop shell,I2,WP-I2-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2163-2163
CAN-LAM-ARCH-370,Desktop shell,I2,WP-I2-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1377-1377
CAN-LAM-ARCH-371,Desktop shell,I2,WP-I2-004,CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1379-1379
CAN-LAM-ARCH-372,Desktop shell,I2,WP-I2-005,CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1380-1380
CAN-LAM-ARCH-373,Desktop shell,I2,WP-I2-003,CORRECTED,"Converted a malformed positive template into the source prohibition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1382-1382
CAN-LAM-ARCH-407,Desktop shell,I14,WP-I14-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1537-1537
CAN-LAM-ARCH-408,Desktop shell,I14,WP-I14-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1538-1538
CAN-LAM-ASSET-185,Desktop shell,I2,WP-I2-013,CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1378-1378
CAN-LAM-GOV-216,Desktop shell,I2,WP-I2-013,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 875-875
CAN-LAM-GOV-217,Desktop shell,I2,WP-I2-011,CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 893-893
CAN-LAM-GOV-218,Desktop shell,I2,WP-I2-001,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 893-893
CAN-LAM-GOV-233,Desktop shell,I2,WP-I2-002,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 991-991
CAN-LAM-INV-ASSET-01,Desktop shell,I2,WP-I2-013,CONFIRMED,"Semantically normalized from SYSTEM INVARIANT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 93-93
CAN-LAM-PERF-006,Desktop shell,I14,WP-I14-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1540-1540
CAN-LAM-AI-039,Duplicates,I10,WP-I10-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Duplicates; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1766-1766
CAN-LAM-ARCH-024,Duplicates,I10,WP-I10-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Duplicates; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 289-289
CAN-LAM-ARCH-040,Duplicates,I10,WP-I10-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Duplicates; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 393-393
