canonical_id,original_requirement_ids,parent_requirement_id,requirement_type,title,statement,rationale,source_plan,source_section,source_text,source_locator,code_evidence_references,target_capability,product_invariant_relationships,acceptance_criteria,priority,mandatory_status,implementation_status,verification_method,risk_links,decision_links,normalization_status,duplicate_of,supersession_status,notes,planning_stage,primary_implementation_phase,verification_phases,removal_phase,release_gate,global_invariant,phase_mapping_rationale,legacy_work_package_id,old_primary_phase,phase_mapping_changed,legacy_target_capability,canonical_capability,normalization_reviewer_status,review_notes
CAN-LAM-ARCH-355,LAM-ARCH-355,,INFORMATIONAL,Symbol/component/service,Planning context records: Symbol/component/service.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Symbol/component/service,lines 2255-2255,EXTRACTED current evidence: Codebase/web/src/lib/components/Image.svelte:L1-L1 (lib/components/Image.svelte); Codebase/web/src/lib/components/AdminCard.svelte:L1-L1 (lib/components/AdminCard.svelte); Codebase/web/src/lib/components/Thumbhash.svelte:L1-L1 (lib/components/Thumbhash.svelte); Codebase/web/src/lib/components/ImageLayer.svelte:L1-L1 (lib/components/ImageLayer.svelte),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-356,LAM-ARCH-356,,INFORMATIONAL,Current dependencies,Planning context records: Current dependencies.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Current dependencies,lines 2256-2256,EXTRACTED current evidence: Codebase/package.json:L14-L14 (devDependencies); Codebase/e2e/package.json:L26-L26 (devDependencies); Codebase/web/package.json:L26-L26 (dependencies); Codebase/docs/package.json:L19-L19 (dependencies),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-357,LAM-ARCH-357,,INFORMATIONAL,Keep/port/rewrite/replace classification,Planning context records: Keep/port/rewrite/replace classification.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Keep/port/rewrite/replace classification,lines 2258-2258,EXTRACTED current evidence: Codebase/machine-learning/test_main.py:L148-L148 (.test_clear_cache_replaces_file_with_dir_if_path_is_file()); Codebase/web/src/lib/utils/asset-utils.ts:L187-L187 (supportedImageMimeTypes),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-358,LAM-ARCH-358,,INFORMATIONAL,Target location,Planning context records: Target location.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Target location,lines 2259-2259,EXTRACTED current evidence: Codebase/web/src/lib/managers/geolocation.manager.svelte.ts:L1-L1 (geolocation.manager.svelte.ts); Codebase/web/src/routes/(user)/utilities/geolocation/+page.ts:L1-L1 (geolocation/+page.ts); Codebase/web/src/lib/modals/GeolocationPointPickerModal.svelte:L1-L1 (lib/modals/GeolocationPointPickerModal.svelte); Codebase/web/src/lib/modals/GeolocationUpdateConfirmModal.svelte:L1-L1 (lib/modals/GeolocationUpdateConfirmModal.svelte),Map and location,,,P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Parity or migration regression,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,Original classification=REWRITE; required change=Offline-capable coordinate browsing and reviewed local location metadata.,P1,,,,,false,Non-implementation planning item; no primary implementation phase.,,1,true,Map and location,Map and location,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-359,LAM-ARCH-359,,IMPLEMENTATION_CONSTRAINT,Implementation phase,Each Graphify requirement must record its reviewed implementation phase and must be rejected when the phase is missing or unverified.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Implementation phase,lines 2260-2260,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Requirement validation must reject missing phases.,Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,RECLASSIFIED,Graphify-field label; reclassified as a phase-completeness constraint.
CAN-LAM-ARCH-360,LAM-ARCH-360,,INFORMATIONAL,Current status,Planning context records: Current status.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Current status,lines 2262-2262,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-361,LAM-ARCH-361,,INFORMATIONAL,Verification status,Planning context records: Verification status.,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,40. Graphify Requirement,Verification status,lines 2263-2263,EXTRACTED current evidence: Codebase/mobile/lib/widgets/forms/pin_verification_form.dart:L1-L85 (pin_verification_form.dart); Codebase/mobile/openapi/lib/model/system_config_storage_template_dto.dart:L1-L118 (hashVerificationEnabled),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-362,LAM-ARCH-362,,PROHIBITION,Its intended user behaviour exists in Lamha,The final Lamha desktop runtime must not retain or require Its intended user behaviour exists in Lamha.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,41. Definition of “Kept”,Its intended user behaviour exists in Lamha.,lines 2274-2274,EXTRACTED current evidence: Codebase/server/src/services/auth.service.ts:L477-L477 (.getCookieOauthState()); Codebase/server/src/controllers/auth.controller.ts:L165-L165 (.unlockAuthSession()); Codebase/server/src/repositories/session.repository.ts:L114-L114 (.invalidateOAuth()); Codebase/web/src/routes/auth/login/+page.ts:L1-L1 (login/+page.ts),Authentication and users,,,P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 6 safe eradication,Parity or migration regression,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,Original classification=REMOVE; required change=Current multi-user/auth/session architecture; target desktop has one local operator and no account requirement.,P1,,I15,I15,RG-FINAL,false,"Final-state prohibition is verified during replacement and eradication, not implemented as a feature.",WP-I15-013,1,true,Authentication and users,Authentication and users,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-ARCH-363,LAM-ARCH-363,,INFORMATIONAL,It works locally,Planning context records: It works locally.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,41. Definition of “Kept”,It works locally.,lines 2276-2276,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-364,LAM-ARCH-364,,INFORMATIONAL,It works offline,Planning context records: It works offline.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,41. Definition of “Kept”,It works offline.,lines 2277-2277,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-ARCH-365,LAM-ARCH-365,,INFORMATIONAL,It passes build and regression checks,Planning context records: It passes build and regression checks.,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition.",01-EVERYTHING-WE-ARE-KEEPING.md,41. Definition of “Kept”,It passes build and regression checks.,lines 2280-2280,EXTRACTED current evidence: Codebase/server/src/utils/database.ts:L75-L75 (isAssetChecksumConstraint()); Codebase/server/src/services/timeline.service.ts:L28-L28 (.buildTimeBucketOptions()); Codebase/server/src/repositories/asset.repository.ts:L73-L73 (AssetBuilderOptions); Codebase/mobile/lib/widgets/settings/networking_settings/endpoint_input.dart:L1-L126 (auxCheckStatus),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,REVIEWED_CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition."
