canonical_id,canonical_capability,primary_implementation_phase,integration_verification_phases,removal_phase,release_validation_phase,global_invariant_links,mapping_rationale,reviewer_status,exception_status,previous_capability,previous_primary_phase
CAN-LAM-ARCH-032,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-033,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-034,Map and location,I5,I5;I15,,I15,,Label names map results; rewrite adds derivation and no-mutation results.,REVIEWED_CORRECTED,NONE,Map and location,I5
CAN-LAM-ARCH-035,Libraries and storage,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Libraries and storage,
CAN-LAM-ARCH-036,Events and organization,I6,I6;I15,,I15,,Label names multi-location events; rewrite adds unity and location recording.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-037,Events and organization,I6,I6;I15,,I15,,Label names multi-day events; rewrite adds unity and confirmation gate.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-038,Sidecars and metadata authority,I3,I8;I15,,I15,,Label names tag records; rewrite adds schema validity and revisioning.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-ARCH-039,Tags,I8,I8;I15,,I15,,Label names tag suggestion; rewrite adds provenance and approval gate.,REVIEWED_CORRECTED,NONE,Tags,I8
CAN-LAM-ARCH-040,Duplicates,I10,I10;I15,,I15,,Label names similar-image finding; rewrite adds evidence and no-mutation results.,REVIEWED_CORRECTED,NONE,Duplicates,I10
CAN-LAM-ARCH-041,Map and location,I5,I5;I15,,I15,,Label names location suggestion; rewrite adds reviewability and approval gate.,REVIEWED_CORRECTED,NONE,Map and location,I5
CAN-LAM-ARCH-042,Editing,I11,,,I15,,"Label names preview-before-rename; rewrite adds preview, approval, and provenance.",REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-ARCH-043,Editing,I11,,,I15,,"Label names preview-before-move; rewrite adds preview, approval, and scope preservation.",REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-ARCH-044,Events and organization,I6,I6;I15,,I15,,Label names preview-before-merge; rewrite adds preview and approval.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-045,Events and organization,I6,I6;I15,,I15,,Label names preview-before-split; rewrite adds preview and approval.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-046,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-047,Planning and verification governance,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-ARCH-048,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds preview and confirmation.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-049,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds provenance and approval.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-050,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds selection scope.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-051,Events and organization,I6,I6;I15,,I15,,"Manage-Later label; rewrite adds preview, approval, and preservation.",REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-052,Events and organization,I6,I6;I15,,I15,,"Manage-Later label; rewrite adds preview, approval, and scope.",REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-053,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds preview and confirmation.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-054,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds the no-date-invention rule.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-055,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds review creation and no-fabrication.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-056,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds display and no-mutation.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-057,File-operation plan contract,I3,I5;I15,,I15,,"Statement is already record-specific (renames a managed asset, updates current path, executes a validated journaled plan, preserves original name); no legacy template is reproduced.",REVIEWED_CONFIRMED,NONE,File-operation plan contract,I3
CAN-LAM-ARCH-058,File-operation plan contract,I3,I5;I15,,I15,,Statement is already record-specific (moves a managed asset via a validated journaled plan with hash verification); no legacy template is reproduced.,REVIEWED_CONFIRMED,NONE,File-operation plan contract,I3
CAN-LAM-ARCH-059,Asset identity and records,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I3
CAN-LAM-ARCH-060,Asset viewer,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Asset viewer,
CAN-LAM-ARCH-061,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds local movement and stability.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-062,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds jump behavior and accessibility.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-063,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds density change and persistence.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-064,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds the budget and fallback.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-065,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds selection semantics.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-066,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds reachability and focus rules.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-067,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite adds state display and no-mutation.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-ARCH-068,Gallery and timeline,,I5;I15,,I15,,Not applicable: fragment is retained only as source provenance.,NOT_APPLICABLE,NOT_APPLICABLE,Gallery and timeline,I5
CAN-LAM-ARCH-069,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds playback and error behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-070,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds seek behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-071,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds navigation behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-072,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds display-only scaling.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-073,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds display-only panning.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-074,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds display-only rotation.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-075,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds display-only correction.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-076,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds playback and error behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-077,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds support and error behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-078,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds support matrix and error behavior.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-079,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds persistence and reflection.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-080,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds persistence and no-duplication.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-081,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite separates navigation from mutation.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-ARCH-082,Mind-map projections,I9,I5;I15,,I15,,Viewer label; rewrite separates navigation from mutation.,REVIEWED_CORRECTED,NONE,Mind-map projections,I9
CAN-LAM-ARCH-083,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds traversal scope and boundary enforcement.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-084,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds scoped processing.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-085,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds change detection and no-mutation.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-086,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds reconciliation and reporting.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-087,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds preview creation and no-mutation.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-088,Media ingestion and derivation,I4,I10;I15,,I15,,Scanning label; rewrite adds hash computation and storage.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-089,Sidecars and metadata authority,I4,I4;I15,,I15,,Scanning label; rewrite adds discovery and no-mutation.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I4
CAN-LAM-ARCH-090,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds validity and journaling.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-091,Sidecars and metadata authority,I4,I4;I15,,I15,,Scanning label; rewrite adds reporting and no-mutation.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I4
CAN-LAM-ARCH-092,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds read-only behavior.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-093,Media ingestion and derivation,I4,I4;I15,,I15,,Scanning label; rewrite adds missing-root handling.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-ARCH-094,External drives and path resilience,I12,I4;I15,,I15,,Scanning label; rewrite adds identity reconciliation.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-ARCH-095,Events and organization,I6,I6;I15,,I15,,Event label; rewrite names the supported set.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-096,Events and organization,I6,I6;I15,,I15,,Event-type label; rewrite adds parent semantics.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-097,Events and organization,I6,I6;I15,,I15,,Event-type label; rewrite names the type.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-098,Events and organization,,I6;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-099,Events and organization,,I6;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-100,Events and organization,,I6;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-101,Events and organization,,I6;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-102,Events and organization,,I6;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-ARCH-103,People and faces,I7,I7;I15,,I15,,"Label names a face-review action; rewrite adds assignment, persistence, and undo outcomes.",REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-104,People and faces,I7,I7;I15,,I15,,Label names a face-review behavior; rewrite scopes the re-evaluation and protects confirmed assignments.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-105,People and faces,I7,I7;I15,,I15,,Label names a face-reprocessing behavior; rewrite bounds the scope and outcome.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-106,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-107,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-108,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-109,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-110,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-111,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-112,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-113,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-114,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-115,People and faces,,I7;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-116,People and faces,I7,I7;I15,,I15,,Label names historical preservation; rewrite adds the append/close rule and queryable result.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-ARCH-117,People and faces,,I7;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I7
CAN-LAM-ARCH-118,People and faces,,I7;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I7
