work_package_id,implementation_phase,name,objective,included_requirement_count,capability_diversity,read_mutation_summary,contracts_affected,schemas_affected,technical_prerequisites,tests,exit_gate,direct_dependents,classification,decision_rationale,reviewer_status,reviewer_type,review_revision
WP-I9-001,I9,Canonical knowledge-graph projection,Implement and verify the bounded canonical knowledge-graph projection surface.,3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I8-004,"Focused success, boundary, and failure tests for canonical knowledge-graph projection; affected integration checks.",The canonical knowledge-graph projection objective and failure tests pass with no unrelated package work included.,WP-I14-013;WP-I9-004,KEEP,KEEP: Canonical knowledge-graph projection remains the bounded I9 owner of its 3 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I9-004,I9,Event mind map,Implement and verify the bounded event mind map surface.,3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I9-001,"Focused success, boundary, and failure tests for event mind map; affected integration checks.",The event mind map objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Event mind map remains the bounded I9 owner of its 3 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I9-006,I9,Persistent map drafts,Persist mind-map drafts through the transaction journal and restore the last valid draft on failure.,2,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Mind-map draft persistence contracts,Mind-map draft records,WP-I3-001,"Fixture suite covering draft save, journal write failure, and last-valid restore.",Persistent draft fixture suite passes.,,REBUILD,"REBUILD: Persistent map drafts objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I9-007,I9,Simulation and materialization,"Preview mind-map nodes, edges, and filesystem effects, require explicit approval, and commit materialization only through a validated filesystem plan.",3,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Mind-map simulation and materialization plan contracts,Materialization plan records,WP-I3-011,"Fixture suite covering preview completeness, approval requirement, plan validation, and no unapproved media mutation.",Simulation/materialization fixture suite passes.,,REBUILD,"REBUILD: Simulation and materialization objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I10-014,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I7-010 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I12-002,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I12-004 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I12-003,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I12-004 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I13-007,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I13-006 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I14-002,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I14-013 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I14-008,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I14-013 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-009,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I5-013 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I9-003,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I9-001 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I9-005,,,,0,0,Merged into its reviewed target because its members moved to a more cohesive package.,,,,,,,MERGE,MERGE: merged into WP-I9-001 because its members belong to the target's cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
