Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I8-002,CAN-LAM-AI-076,WP-I8-002,WP-I8-002,Relationships and attribution,Tag candidates and review,All members manage the candidate-to-approved tag lifecycle and suppression without bypassing review.,Codebase/web/src/lib/components/faces-page/AssignFaceSidePanel.svelte;Codebase/web/src/lib/components/faces-page/PeopleSearch.svelte;Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/MergeFaceSelector.svelte;Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/UnmergeFaceSelector.svelte,"Tag candidate, suggestion, and suppression contracts","Tag candidate, suggestion, and suppression records",Suppression fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-AI-076 source locator lines 1459-1459 and Codebase evidence ['Codebase/web/src/lib/components/faces-page/AssignFaceSidePanel.svelte', 'Codebase/web/src/lib/components/faces-page/PeopleSearch.svelte'] support placement in WP-I8-002.",requirements.csv:lines 1459-1459; reviewed-actionable-requirements-v3.csv:CAN-LAM-AI-076; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-ARCH-021,WP-I3-001,WP-I3-001,Filesystem transactions and recovery,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/model/metadata_search_dto.dart;Codebase/server/src/dtos/asset.dto.ts;Codebase/server/tsconfig.json;Codebase/web/src/lib/utils.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Transaction failure-injection fixture with pre-commit recovery check.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-021 source locator lines 131-131 and Codebase evidence ['Codebase/mobile/openapi/lib/model/metadata_search_dto.dart', 'Codebase/server/src/dtos/asset.dto.ts'] support placement in WP-I3-001.",requirements.csv:lines 131-131; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-021; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I10-011,CAN-LAM-ARCH-024,WP-I10-011,WP-I10-011,Duplicates,Duplicate and similarity candidates,All members produce or compare duplicate/similarity evidence and keep every destructive outcome behind explicit review/plan approval.,Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py;Codebase/machine-learning/immich_ml/models/ocr/detection.py;Codebase/mobile/openapi/lib/model/duplicate_detection_config.dart;Codebase/server/src/utils/misc.ts,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",Similar-image detection fixture with candidate checks.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-024 source locator lines 289-289 and Codebase evidence ['Codebase/machine-learning/immich_ml/models/facial_recognition/detection.py', 'Codebase/machine-learning/immich_ml/models/ocr/detection.py'] support placement in WP-I10-011.",requirements.csv:lines 289-289; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-024; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I8-002,CAN-LAM-ARCH-025,WP-I8-002,WP-I8-002,Tag candidates and review,Tag candidates and review,All members manage the candidate-to-approved tag lifecycle and suppression without bypassing review.,Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte;Codebase/web/src/lib/components/shared-components/search-bar/SearchTagsSection.svelte;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.ts,"Tag candidate, suggestion, and suppression contracts","Tag candidate, suggestion, and suppression records","Given an asset with an existing tag, when a new tag candidate is approved and a storage failure is injected, then the prior assignment remains authoritative and the failed revision is visible for retry.",Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-025 source locator lines 290-290 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte', 'Codebase/web/src/lib/components/shared-components/search-bar/SearchTagsSection.svelte'] support placement in WP-I8-002.",requirements.csv:lines 290-290; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-025; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-006,CAN-LAM-ARCH-027,WP-I5-006,WP-I5-006,Albums and favorites,Albums and favorites,"Reviewed cross-capability package: Albums and favorites is a shared architectural surface used by Albums and favorites, Asset viewer, Gallery and timeline, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/web/src/lib/components/album-page/AlbumsList.svelte;Codebase/web/src/routes/(user)/albums/+page.svelte;Codebase/web/src/routes/(user)/albums/+page.ts;Codebase/web/src/routes/(user)/albums/AlbumsControls.svelte,"Contracts affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; schema paths are resolved in the package packet.","Given an asset in an album, when membership is removed with an injected write failure, then the UI reports failure and the prior authoritative membership remains visible after reload.",Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-027 source locator lines 295-295 and Codebase evidence ['Codebase/web/src/lib/components/album-page/AlbumsList.svelte', 'Codebase/web/src/routes/(user)/albums/+page.svelte'] support placement in WP-I5-006.",requirements.csv:lines 295-295; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-027; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-006,CAN-LAM-ARCH-028,WP-I5-006,WP-I5-006,Gallery and timeline,Albums and favorites,"Reviewed cross-capability package: Albums and favorites is a shared architectural surface used by Albums and favorites, Asset viewer, Gallery and timeline, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/infrastructure/repositories/timeline.repository.dart;Codebase/mobile/lib/providers/cleanup.provider.dart;Codebase/web/src/routes/(user)/favorites/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/favorites/[[photos=photos]]/[[assetId=id]]/+page.ts,"Contracts affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-027, CAN-LAM-ARCH-028, CAN-LAM-ARCH-079, CAN-LAM-ARCH-080, CAN-LAM-ARCH-231, CAN-LAM-ARCH-232, CAN-LAM-ARCH-233, CAN-LAM-ARCH-234...; schema paths are resolved in the package packet.",Favorites-view fixture with failure retention.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-028 source locator lines 296-296 and Codebase evidence ['Codebase/mobile/lib/infrastructure/repositories/timeline.repository.dart', 'Codebase/mobile/lib/providers/cleanup.provider.dart'] support placement in WP-I5-006.",requirements.csv:lines 296-296; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-028; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-007,CAN-LAM-ARCH-029,WP-I5-007,WP-I5-007,Memories,Memories experience,"Reviewed cross-capability package: Memories experience is a shared architectural surface used by Memories, People and faces, Tags. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/api/memories_api.dart;Codebase/mobile/openapi/lib/model/memories_response.dart;Codebase/mobile/openapi/lib/model/memories_update.dart;Codebase/server/src/services/memory.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-029, CAN-LAM-ARCH-238, CAN-LAM-ARCH-239, CAN-LAM-ARCH-240, CAN-LAM-ARCH-241, CAN-LAM-ARCH-242, CAN-LAM-ARCH-243, CAN-LAM-EVENT-052...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-029, CAN-LAM-ARCH-238, CAN-LAM-ARCH-239, CAN-LAM-ARCH-240, CAN-LAM-ARCH-241, CAN-LAM-ARCH-242, CAN-LAM-ARCH-243, CAN-LAM-EVENT-052...; schema paths are resolved in the package packet.",Memories fixture with derivation checks.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-029 source locator lines 297-297 and Codebase evidence ['Codebase/mobile/openapi/lib/api/memories_api.dart', 'Codebase/mobile/openapi/lib/model/memories_response.dart'] support placement in WP-I5-007.",requirements.csv:lines 297-297; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-029; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-008,CAN-LAM-ARCH-036,WP-I6-008,WP-I6-008,Events and organization,Date and location boundaries,"Reviewed cross-capability package: Date and location boundaries is a shared architectural surface used by Events and organization, Libraries and storage, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/docs/docs/guides/custom-locations.md;Codebase/mobile/lib/presentation/widgets/map/map_utils.dart;Codebase/mobile/lib/utils/map_utils.dart;Codebase/web/src/lib/components/shared-components/search-bar/SearchLocationSection.svelte,"Contracts affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; schema paths are resolved in the package packet.",Multi-location event fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-ARCH-036 source locator lines 356-356 and Codebase evidence ['Codebase/docs/docs/guides/custom-locations.md', 'Codebase/mobile/lib/presentation/widgets/map/map_utils.dart'] support placement in WP-I6-008.",requirements.csv:lines 356-356; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-036; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-009,CAN-LAM-ARCH-037,WP-I6-009,WP-I6-009,Events and organization,Event filesystem materialization plan,"The package is bounded to the event filesystem materialization plan architectural surface and its direct contracts, records, and tests.",Codebase/mobile/lib/services/activity.service.dart;Codebase/server/src/dtos/activity.dto.ts;Codebase/server/src/services/activity.service.ts;Codebase/web/src/lib/managers/activity-manager.svelte.ts,"Contracts affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; schema paths are resolved in the package packet.",Multi-day event fixture with split confirmation.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-037 source locator lines 358-358 and Codebase evidence ['Codebase/mobile/lib/services/activity.service.dart', 'Codebase/server/src/dtos/activity.dto.ts'] support placement in WP-I6-009.",requirements.csv:lines 358-358; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-037; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-ARCH-038,WP-I3-001,WP-I3-001,Sidecars and metadata authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Tag-record fixture with schema checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-038 source locator lines 375-375 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I3-001.",requirements.csv:lines 375-375; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-038; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I8-002,CAN-LAM-ARCH-039,WP-I8-002,WP-I8-002,Tags,Tag candidates and review,All members manage the candidate-to-approved tag lifecycle and suppression without bypassing review.,Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte;Codebase/web/src/lib/components/shared-components/search-bar/SearchTagsSection.svelte;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.svelte;Codebase/web/src/routes/(user)/tags/[[photos=photos]]/[[assetId=id]]/+page.ts,"Tag candidate, suggestion, and suppression contracts","Tag candidate, suggestion, and suppression records",Content-tag suggestion fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-ARCH-039 source locator lines 390-390 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/DetailPanelTags.svelte', 'Codebase/web/src/lib/components/shared-components/search-bar/SearchTagsSection.svelte'] support placement in WP-I8-002.",requirements.csv:lines 390-390; reviewed-actionable-requirements-v3.csv:CAN-LAM-ARCH-039; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
