Canonical ID,Source text,Final statement,Current capability,Current phase,Corrected capability,Corrected phase,Reason,Evidence,Review status
CAN-LAM-ARCH-077,Panorama support,The viewer must support panorama display from the local source and return a typed error when the panorama format is unsupported.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-078,RAW previews where supported,RAW previews must render where the reviewed decoder supports the format and return a typed error elsewhere without changing the original.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-ARCH-079,Favorite toggle,The favorite toggle must persist the reviewed favorite state and reflect it in the UI and gallery.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-ARCH-080,Album membership,Album membership editing must persist the reviewed membership without moving or duplicating the media file.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-ARCH-081,Open in map,Open in map must navigate to the asset's reviewed location on the map without changing the asset or location records.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-ARCH-082,Open in mind map,Open in mind map must navigate to the asset's reviewed node in the mind map without changing records.,Mind-map projections,I9,Mind-map projections,I9,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-ARCH-083,Recursive scanning,"Recursive scanning must traverse the Library Root tree, index supported media with stable identities, and stop at unauthorized boundaries.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-084,Incremental rescanning,Incremental rescanning must process only changed or new paths and report the scanned scope without rescanning the whole library.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-085,File watching,File watching must detect changes within the authorized root and reconcile the index without mutating source files.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-086,External change detection,External change detection must reconcile the index with the current filesystem on the next scan and report mismatches without altering source files.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-087,Thumbnail generation,Thumbnail generation must create previews from local media without modifying the originals and record generation state.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-088,Hash calculation,Hash calculation must compute the full hash of each indexed file and store it with the asset record.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0052,REVIEWED_CONFIRMED
CAN-LAM-ARCH-089,Sidecar discovery,Sidecar discovery must find valid sidecars for each asset and link them without changing the sidecar bytes.,Sidecars and metadata authority,I4,Sidecars and metadata authority,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0053,REVIEWED_CONFIRMED
CAN-LAM-ARCH-090,Sidecar creation,Sidecar creation must write the reviewed schema-valid sidecar set through the transaction journal.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0053,REVIEWED_CONFIRMED
CAN-LAM-ARCH-091,Sidecar health checks,"Sidecar health checks must report validity, missing fields, and degraded records without modifying the sidecars.",Sidecars and metadata authority,I4,Sidecars and metadata authority,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0053,REVIEWED_CONFIRMED
CAN-LAM-ARCH-092,Read-only library support,Lamha must support read-only library roots by scanning and displaying them while keeping pending edits as overlays and never writing to the read-only media.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-093,Missing-root handling,"When a configured Library Root is missing, Lamha must mark the root missing, keep its indexed records available, and defer operations until it returns.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-094,Reconnection handling,"When a root reconnects, Lamha must reconcile it by durable identity and restore records and pending overlays.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0051,REVIEWED_CONFIRMED
CAN-LAM-ARCH-095,Lamha keeps support for:,"Lamha must keep support for the reviewed event types (trips, casual hangouts, one-day and multi-day events, and events with no known date).",Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9. Event System; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-096,Trips,Trips must be supported as parent events that may contain optional child events.,Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9. Event System; parent=CAN-SECTION-0054,REVIEWED_CONFIRMED
CAN-LAM-ARCH-097,Casual hangouts,Casual hangouts must be supported as a lightweight event type with the reviewed naming and membership rules.,Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9. Event System; parent=CAN-SECTION-0054,REVIEWED_CONFIRMED
CAN-LAM-ARCH-098,Lamha may display summaries such as:,"Manual event creation may display summaries such as date range, cameras, locations, file sizes, asset counts, existing folders, detected people, and known groups.",Events and organization,,Events and organization,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9.1 Manual event creation; parent=CAN-SECTION-0055,REVIEWED_CORRECTED
CAN-LAM-ARCH-099,Date range,Date range is a summary field showing the reviewed capture-date range of the event's assets.,Events and organization,,Events and organization,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9.1 Manual event creation; parent=CAN-SECTION-0055,REVIEWED_CORRECTED
CAN-LAM-ARCH-100,Cameras,Cameras is a summary field listing the reviewed camera devices of the event's assets.,Events and organization,,Events and organization,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9.1 Manual event creation; parent=CAN-SECTION-0055,REVIEWED_CORRECTED
CAN-LAM-ARCH-101,Locations,Locations is a summary field listing the reviewed locations of the event's assets.,Events and organization,,Events and organization,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9.1 Manual event creation; parent=CAN-SECTION-0056,REVIEWED_CORRECTED
CAN-LAM-ARCH-102,File sizes,File sizes is a summary field showing the reviewed total size of the event's assets.,Events and organization,,Events and organization,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=9.1 Manual event creation; parent=CAN-SECTION-0055,REVIEWED_CORRECTED
CAN-LAM-ARCH-103,Split mixed clusters,"When a mixed face cluster is split, Lamha must assign each face to exactly one person or a new candidate, persist the split with provenance, and allow Undo from operation history.",People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=10.2 Face corrections; parent=CAN-SECTION-0057,REVIEWED_CONFIRMED
CAN-LAM-ARCH-104,Re-evaluate nearby uncertain matches,"When nearby uncertain face matches change, Lamha must re-run local matching for the affected scope and present updated candidates for review without changing confirmed assignments.",People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=10.2 Face corrections; parent=CAN-SECTION-0057,REVIEWED_CONFIRMED
