canonical_id,work_package_id,membership_rationale,capability_compatibility,requirement_phase,package_phase,review_status,evidence
CAN-LAM-ARCH-027,WP-I5-006,"WP-I5-006 is the architectural owner because its objective — Implement and verify the bounded albums and favorites surface. — is the surface that must execute the obligation 'When a user changes album membership or favorite state, Lamha must persist the affected as'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Albums and favorites,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-028,WP-I5-006,"WP-I5-006 is the architectural owner because its objective — Implement and verify the bounded albums and favorites surface. — is the surface that must execute the obligation 'When the user opens or filters favorites, Lamha must show the favorited assets from local '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Gallery and timeline,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-029,WP-I5-007,"WP-I5-007 is the architectural owner because its objective — Implement and verify the bounded memories experience surface. — is the surface that must execute the obligation 'When the Memories feature is shown, Lamha must derive each memory from local canonical ass'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.",Memories,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-030,WP-I10-006,"WP-I10-006 is the architectural owner because its objective — Implement and verify the bounded local ai scheduler surface. — is the surface that must execute the obligation 'When AI review queues change, Lamha must expose a typed operation or notification state wi'; prerequisite packages WP-I10-001 supply the underlying schema/identity/journal it needs.",Jobs and notifications,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-034,WP-I5-008,"WP-I5-008 is the architectural owner because its objective — Render maps, venues, offline coordinates, asset timelines by location, location filters, and review links from canonical location records; keep optional map til — is the surface that must execute the obligation 'When map results are requested, Lamha must derive them from canonical location records and'; prerequisite packages WP-I4-008 supply the underlying schema/identity/journal it needs.",Map and location,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-036,WP-I6-008,"WP-I6-008 is the architectural owner because its objective — Implement and verify the bounded date and location boundaries surface. — is the surface that must execute the obligation 'When event organization spans several locations, Lamha must keep the event unified and rec'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-037,WP-I6-009,"WP-I6-009 is the architectural owner because its objective — Implement and verify the bounded event filesystem materialization plan surface. — is the surface that must execute the obligation 'When event organization spans several days of activity, Lamha must keep the event unified '; prerequisite packages WP-I3-011, WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-038,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When tag records are written, Lamha must persist schema-valid tag records with namespaces '; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-039,WP-I8-002,"WP-I8-002 is the architectural owner because its objective — Persist namespaced/revisioned tag candidates and approved assignments, generate content-tag suggestions with provenance, enforce review-first activation, and pe — is the surface that must execute the obligation 'When content-tag suggestions are generated, Lamha must produce reviewable candidates with '; prerequisite packages WP-I8-001 supply the underlying schema/identity/journal it needs.",Tags,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-040,WP-I10-011,"WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When similar-image search runs, Lamha must produce reviewable candidates with evidence and'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",Duplicates,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-041,WP-I5-008,"WP-I5-008 is the architectural owner because its objective — Render maps, venues, offline coordinates, asset timelines by location, location filters, and review links from canonical location records; keep optional map til — is the surface that must execute the obligation 'When location suggestions are generated, Lamha must propose reviewable location candidates'; prerequisite packages WP-I4-008 supply the underlying schema/identity/journal it needs.",Map and location,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-042,WP-I11-001,"WP-I11-001 is the architectural owner because its objective — Implement and verify the bounded authority-aware metadata editor surface. — is the surface that must execute the obligation 'Before any rename is committed, Lamha must show a preview of the new name and its effects '; prerequisite packages WP-I3-006, WP-I3-011 supply the underlying schema/identity/journal it needs.",Editing,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-ARCH-043,WP-I11-001,"WP-I11-001 is the architectural owner because its objective — Implement and verify the bounded authority-aware metadata editor surface. — is the surface that must execute the obligation 'Before any move is committed, Lamha must show a preview of the destination path and effect'; prerequisite packages WP-I3-006, WP-I3-011 supply the underlying schema/identity/journal it needs.",Editing,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
