record_id,original_source_text,previous_statement,final_statement,final_classification,parent_requirement,acceptance_criteria,capability,primary_phase,verification_method,review_rationale,evidence,disposition,reviewer_type,review_revision,review_status
CAN-LAM-FOLDER-025,Folders to rename,"When a configured library encounters Folders to rename during 14.3 Materialization, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an approved operation plan lists folders to rename, Lamha must rename exactly the listed folders and preserve original names in JSON or history.",ACCEPTANCE_CRITERION,CAN-SECTION-0170,"Given an approved rename plan, when it executes, then listed folders are renamed with original names recorded and unlisted paths unchanged.",Events and organization,I6,Folder-rename fixture with provenance checks.,Label names planned renames; rewrite adds exact scope and provenance.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.3 Materialization; parent=CAN-SECTION-0170,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-026,Folders to move,"When a configured library encounters Folders to move during 14.3 Materialization, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an approved operation plan lists folders to move, Lamha must move exactly the listed folders and leave unlisted paths unchanged.",ACCEPTANCE_CRITERION,CAN-SECTION-0170,"Given an approved move plan, when it executes, then listed folders move and all other paths and hashes remain unchanged.",Libraries and storage,I4,Folder-move fixture with scope checks.,Label names planned moves; rewrite adds exact scope and preservation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.3 Materialization; parent=CAN-SECTION-0170,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-027,Offline drives,"When a configured library encounters Offline drives during 14.3 Materialization, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an operation plan references offline drives, Lamha must mark those drives offline, keep their indexed records and pending overlays available, and defer structural operations until reconnection.",ACCEPTANCE_CRITERION,CAN-SECTION-0170,"Given offline drives in a plan, when the plan is evaluated, then affected operations are deferred and records and overlays remain available.",Libraries and storage,I4,Offline-drive fixture with deferral checks.,Label names offline-drive handling; rewrite adds deferral and preservation outcomes.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.3 Materialization; parent=CAN-SECTION-0170,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-148,Keep linked,"When a configured library encounters Keep linked during 14.4 Dragging existing folders, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an existing folder is dragged into the library and the user chooses Keep linked, Lamha must record the link and leave the folder and its contents at their existing paths.",ACCEPTANCE_CRITERION,CAN-SECTION-0064,"Given an existing folder, when Keep linked is chosen, then the link is recorded and folder paths and contents remain unchanged.",Libraries and storage,I4,Keep-linked fixture with no-mutation assertion.,Label names the keep-linked option; rewrite defines the non-mutating result.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.4 Dragging existing folders; parent=CAN-SECTION-0064,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-149,Normalize name,"When a configured library encounters Normalize name during 14.4 Dragging existing folders, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an existing folder is dragged into the library and Normalize name is chosen, Lamha must preview the normalized name and apply it only after approval while preserving the original name in history.",ACCEPTANCE_CRITERION,CAN-SECTION-0064,"Given a folder name requiring normalization, when Normalize name is chosen, then a previewed safe name is applied only after approval and the original name is retained.",Libraries and storage,I4,Normalize-name fixture with approval checks.,"Label names name normalization; rewrite adds preview, approval, and provenance.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.4 Dragging existing folders; parent=CAN-SECTION-0064,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-150,Move into the library,"When a configured library encounters Move into the library during 14.4 Dragging existing folders, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an existing folder is dragged into the library and Move into the library is chosen, Lamha must move the folder under the Library Root only after approval and preserve asset identities and hashes.",ACCEPTANCE_CRITERION,CAN-SECTION-0064,"Given an approved move, when it executes, then the folder moves under the root and every asset identity and hash remains unchanged.",Libraries and storage,I4,Move-into-library fixture with identity checks.,Label names the move option; rewrite adds approval and identity-preservation results.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.4 Dragging existing folders; parent=CAN-SECTION-0064,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-151,Merge,"When a configured library encounters Merge during 14.4 Dragging existing folders, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When an existing folder is dragged into the library and Merge is chosen, Lamha must preview the merged membership and commit only after approval while preserving every asset identity and original hash.",ACCEPTANCE_CRITERION,CAN-SECTION-0064,"Given an approved merge, when it executes, then the folder merges into the library with all asset identities and hashes preserved.",Libraries and storage,I4,Merge-folder fixture with identity checks.,"Label names the merge option; rewrite adds preview, approval, and preservation.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.4 Dragging existing folders; parent=CAN-SECTION-0064,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-045,Make primary event folder,"When a configured library encounters Make primary event folder during 14.4 Dragging existing folders, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","When the user makes a folder the primary event folder, Lamha must record the primary-folder designation and show it in event projections without moving other folders.",ACCEPTANCE_CRITERION,CAN-SECTION-0064,"Given an event with multiple folders, when one is made primary, then the designation is persisted and other folder paths remain unchanged.",Libraries and storage,I6,Primary-folder fixture with projection checks.,Label names the primary-folder action; rewrite adds persistence and non-mutation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.4 Dragging existing folders; parent=CAN-SECTION-0064,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-152,Heading,"When a configured library encounters Heading during 14.5 Folder blocks, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Heading is a UI label identifying a folder-block heading in the event folder view.,UI_LABEL,CAN-SECTION-0065,,Events and organization,,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Folder-block field label; reclassified as a UI label. | Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.5 Folder blocks; parent=CAN-SECTION-0065,RECLASSIFY_UI_LABEL,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-ARCH-153,Link state,"When a configured library encounters Link state during 14.5 Folder blocks, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","Link state is a UI label showing whether a folder block is linked, moved, or pending in the event view.",UI_LABEL,CAN-SECTION-0065,,Events and organization,,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Folder-block field label; reclassified as a UI label. | Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.5 Folder blocks; parent=CAN-SECTION-0065,RECLASSIFY_UI_LABEL,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-ARCH-154,Review count,"When a configured library encounters Review count during 14.5 Folder blocks, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Review count is a UI label showing the number of pending review items in a folder block.,UI_LABEL,CAN-SECTION-0065,,Events and organization,,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Folder-block field label; reclassified as a UI label. | Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.5 Folder blocks; parent=CAN-SECTION-0065,RECLASSIFY_UI_LABEL,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-ARCH-155,Offline state,"When a configured library encounters Offline state during 14.5 Folder blocks, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Offline state is a UI label showing that a folder block belongs to a detached or offline root.,UI_LABEL,CAN-SECTION-0065,,Events and organization,,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Folder-block field label; reclassified as a UI label. | Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.5 Folder blocks; parent=CAN-SECTION-0065,RECLASSIFY_UI_LABEL,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-ARCH-156,Read-only state,"When a configured library encounters Read-only state during 14.5 Folder blocks, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Read-only state is a UI label showing that a folder block is on a read-only root and edits are pending overlays.,UI_LABEL,CAN-SECTION-0065,,Events and organization,,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Folder-block field label; reclassified as a UI label. | Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.5 Folder blocks; parent=CAN-SECTION-0065,RECLASSIFY_UI_LABEL,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-ASSET-071,Asset count,"When the user invokes Asset count in 14.5 Folder blocks, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",Asset count is a UI label showing the number of assets in a folder block.,UI_LABEL,CAN-SECTION-0123,,Events and organization,,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Folder-block field label; reclassified as a UI label. | Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=14.5 Folder blocks; parent=CAN-SECTION-0123,RECLASSIFY_UI_LABEL,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
