canonical_id,title,source_text,current_statement,matched_template_family,why_current_statement_may_be_semantically_wrong,current_capability,current_phase,current_package,required_disposition,requirement_type,source_section,parent_requirement_id,parent_title,parent_statement,source_length_category
CAN-LAM-EDGE-15,LAM-EDGE-15; Naming; Case / Unicode / Reserved-Name Collision; Destination filesystem...,"LAM-EDGE-15; Naming; Case / Unicode / Reserved-Name Collision; Destination filesystem comparison detects case-folded, Unicode-normalized, reserved-name, or length collision.; Show the collision in Preview and propose a deterministic cross-platform-safe suffix/sanitization.; Do NOT overwrite or rely on source-platform case sensitivity.; Commit only the user-approved safe name and preserve the original filename/path in JSON/history.","When the 1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata workflow reads or changes LAM-EDGE-15; Naming; Case / Unicode / Reserved-Name Collision; Destination filesystem comparison detects case-folded, Unicode-normalized, reserved-name, or length collision.; Show the collision in Preview and propose a deterministic cross-platform-safe suffix/sanitization.; Do NOT overwrite or rely on source-platform case sensitivity.; Commit only the user-approved safe name and preserve the original filename/path in JSON/history, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Source edge-case text defines naming-collision behavior; rewrite adds preview and approval boundaries.,Asset identity and records,I3,WP-I3-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata",CAN-SECTION-0148,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata — Metadata","Lamha must implement the 1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata behavior for Metadata and satisfy every linked acceptance criterion.",LONG
CAN-LAM-EDGE-16,LAM-EDGE-16; Dates; Timestamp Missing Offset or Time Zone; Embedded timestamp has no...,"LAM-EDGE-16; Dates; Timestamp Missing Offset or Time Zone; Embedded timestamp has no reliable offset/time-zone provenance or sources disagree.; Preserve the raw source value and mark normalized time/zone uncertainty.; Do NOT silently assume UTC, local time, event time, or a folder date.; Show evidence in Review; a user-approved normalized value updates JSON while retaining the raw snapshot.","When the 1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata workflow reads or changes LAM-EDGE-16; Dates; Timestamp Missing Offset or Time Zone; Embedded timestamp has no reliable offset/time-zone provenance or sources disagree.; Preserve the raw source value and mark normalized time/zone uncertainty.; Do NOT silently assume UTC, local time, event time, or a folder date.; Show evidence in Review; a user-approved normalized value updates JSON while retaining the raw snapshot, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Source edge-case text defines timestamp ambiguity; rewrite preserves the raw value and approval path.,Metadata,I6,WP-I6-007,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata",CAN-SECTION-0148,"1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata — Metadata","Lamha must implement the 1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata behavior for Metadata and satisfy every linked acceptance criterion.",LONG
CAN-LAM-GOV-174,Current paths,Current paths,"When a configured library encounters Current paths during 10. Requirement Extraction, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Tracker-column label under the source-traceability section; constrains evidence completeness.,Planning and verification governance,I4,WP-I4-001,RECLASSIFY_CONSTRAINT,CONSTRAINT,10. Requirement Extraction,CAN-SECTION-0184,10. Requirement Extraction — Libraries and storage,Lamha must implement the 10. Requirement Extraction behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-GOV-181,Phase,Phase,"When Phase is exercised in 10. Requirement Extraction, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Tracker-column label; constrains phase provenance in planning.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,10. Requirement Extraction,,,,SHORT
CAN-LAM-ARCH-103,Split mixed clusters,Split mixed clusters,"When the 10.2 Face corrections workflow manages Split mixed clusters, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,"Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a face-review action; rewrite adds assignment, persistence, and undo outcomes.",People and faces,I7,WP-I7-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-104,Re-evaluate nearby uncertain matches,Re-evaluate nearby uncertain matches,"When the 10.2 Face corrections workflow manages Re-evaluate nearby uncertain matches, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a face-review behavior; rewrite scopes the re-evaluation and protects confirmed assignments.,People and faces,I7,WP-I7-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-105,Targeted reprocessing,Targeted reprocessing,"When the 10.2 Face corrections workflow manages Targeted reprocessing, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a face-reprocessing behavior; rewrite bounds the scope and outcome.,People and faces,I7,WP-I7-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-034,Merge same-person clusters,Merge same-person clusters,"When the 10.2 Face corrections workflow manages Merge same-person clusters, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a merge action; rewrite adds snapshot and restore outcomes.,People and faces,I7,WP-I7-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-035,Remove wrong faces from a person,Remove wrong faces from a person,"When the 10.2 Face corrections workflow manages Remove wrong faces from a person, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a face-removal action; rewrite adds preservation and history outcomes.,People and faces,I7,WP-I7-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-036,Assign faces to another person,Assign faces to another person,"When the 10.2 Face corrections workflow manages Assign faces to another person, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names an assignment action; rewrite adds provenance and no-media-mutation outcomes.,People and faces,I7,WP-I7-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-037,Mark as not a face,Mark as not a face,"When the 10.2 Face corrections workflow manages Mark as not a face, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a negative-label action; rewrite adds persistence and future exclusion.,People and faces,I7,WP-I7-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-038,Correct face regions,Correct face regions,"When the 10.2 Face corrections workflow manages Correct face regions, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Label names a region-correction action; rewrite adds revision and scoped re-match.,People and faces,I7,WP-I7-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,10.2 Face corrections,CAN-SECTION-0057,10.2 Face corrections — People and faces,Lamha must implement the 10.2 Face corrections behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
