record_id,record_category,previous_value,final_value,why_previous_wrong,why_final_correct,evidence,review_result,reviewer_type,review_revision,correction_applied
CAN-FAIL-01,FAILURE_CONTROL,"Skipping video, HEIF, supported RAW, or companion-media handling during ingestion.","Lamha ingestion must classify every approved media class and must either index supported video, HEIF, RAW, and companion-media bundles or return a typed, user-visible unsupported-format error; silent skipping and original-media overwrite are prohibited.","Separated the prohibition, control, evidence, and fixture gate from the historical audit paragraph.","Given one approved fixture for each media class, when ingestion runs, then each asset is indexed with its companions intact or returns a typed visible unsupported-format error, and every original hash is unchanged.",Master Plan File 2 FAIL-01 and File 3 media gates.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Normalized overloaded audit text into a media-ingestion control.
CAN-FAIL-02,FAILURE_CONTROL,Writing stubs or mock production data to pass compilation.,"Completed production paths must contain no stub success, todo macro, empty success return, or hard-coded mock dataset that substitutes for required behavior.",Converted a governance audit paragraph into an observable completion prohibition.,"Given the changed production symbols, when the placeholder scan and focused behavior tests run, then no stub marker or dummy success remains and each required path produces real state-derived output.",Master Plan File 2 FAIL-02 and LAM-INV-COMP-02.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added a concrete scan and behavior gate.
CAN-FAIL-03,FAILURE_CONTROL,Completing Svelte screens with hard-coded mock data and no live IPC.,A completed target screen must obtain mutable or persisted state through its reviewed typed Tauri command and render the returned local data; hard-coded production mock state is prohibited.,Assigned the failure to the typed frontend bridge instead of a generic shell paragraph.,"Given seeded local state, when a user opens and exercises the target screen, then the expected reviewed command is invoked and the visible result reflects returned local data rather than a bundled mock.",Master Plan File 2 FAIL-03 and Gate 5.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Created a live-data integration prohibition and criterion.
CAN-FAIL-04,FAILURE_CONTROL,Silently dropping XMP sidecar generation.,"For every writable managed asset whose approved metadata is XMP-compatible, Lamha must write the co-located asset record and XMP mirror or expose a typed degraded state until reconciliation succeeds; silent XMP omission is prohibited.",Separated XMP authority and degraded behavior from history.,"Given a writable managed asset with XMP-compatible metadata, when the sidecar transaction commits, then both sidecars exist with the expected revision or a visible degraded state identifies the failed mirror and retry path.",Master Plan File 2 FAIL-04 and LAM-INV-ASSET-03.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added transactional convergence and failure visibility.
CAN-FAIL-05,FAILURE_CONTROL,"Creating physical category directories for people, groups, albums, or tags.","Event materialization must create only approved physical placement classes; people, group, album, and tag organization must remain virtual and must not create or duplicate category folders.",Assigned the prohibition to event filesystem materialization.,"Given assets assigned to people, groups, albums, and tags, when organization plans are simulated and committed, then no category directory or duplicate media copy is created and virtual memberships remain queryable.",Master Plan File 2 FAIL-05 and event-folder rules.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Defined approved physical classes and a zero-copy gate.
CAN-FAIL-06,FAILURE_CONTROL,Automatically merging face clusters without user review.,"Face-cluster analysis may create typed merge candidates, but Lamha must not persist a cluster merge until a user or an explicitly reviewed narrow rule approves it through the Review Centre.",Moved the control from generic AI wording to face-cluster curation.,"Given two candidate face clusters, when the model proposes a merge, then identities remain separate until approval and only the approved Rust command persists the merge with provenance.",Master Plan File 2 FAIL-06 and LAM-INV-AI-01.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added proposal-versus-authority behavior.
CAN-FAIL-07,FAILURE_CONTROL,Exposing the local AI worker through a network listener.,"The AI worker must communicate only through the reviewed private local transport owned by Rust and must not open an HTTP, WebSocket, TCP, UDP, or other listener reachable by unrelated clients.",Assigned the prohibition to the private worker transport package.,"Given the packaged worker on each supported platform, when Rust starts and exercises it, then requests complete through the private transport and socket inspection finds no listening network endpoint.",Master Plan File 2 FAIL-07 and LAM-AI-001.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,"Specified transport, ownership, and observable listener absence."
CAN-FAIL-08,FAILURE_CONTROL,Overwriting the original filename during rename or move.,"At ingestion Lamha must persist the original filename once in the authoritative asset record, and every later rename, move, relink, or restore must preserve that value unchanged.",Reduced the audit paragraph to a write-once identity requirement.,"Given an ingested asset, when it is renamed, moved, relinked, and restored, then the current path changes as expected while originalFilename and its initial provenance remain byte-for-byte unchanged.",Master Plan File 2 FAIL-08 and LAM-INV-ASSET-05.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added lifecycle triggers and an immutable observable.
CAN-FAIL-09,FAILURE_CONTROL,Deleting server infrastructure before callers and retained behavior are replaced.,"Lamha must not remove a legacy subsystem until every retained caller has migrated, replacement behavior and applicable gates pass, and a dependency rescan proves the subsystem is no longer load-bearing.",Created an explicit removal package and order gate.,"Given a legacy subsystem proposed for removal, when its removal package runs, then every retained caller points to a verified replacement and the final dependency/runtime scan reports zero load-bearing references before deletion begins.",Master Plan File 2 FAIL-09 and replacement-before-removal guardrail.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Separated historical risk from the removal precondition.
CAN-FAIL-10,FAILURE_CONTROL,Treating rebuildable SQLite data as the only durable authority.,Lamha must persist approved user knowledge in its declared authoritative records and must be able to rebuild every derived SQLite index without losing those decisions.,Separated durable authority from the destructive test setup.,"Given authoritative records containing approved decisions and a removed derived database, when rebuild runs, then the reconstructed indexes expose the same decisions and no authoritative value is missing or changed.",Master Plan File 2 FAIL-10 and LAM-INV-META-03.,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added rebuild source and decision-equivalence verification.
